,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
6948,Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,128.058,3,0.3,-23.7822
6812,First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,18.312,4,0.7,-12.208
5437,First Class,Corporate,United States,Palm Coast,Florida,32137,South,Office Supplies,Binders,9.81,5,0.7,-6.867
849,Standard Class,Corporate,United States,Linden,New Jersey,7036,East,Technology,Accessories,115.36,7,0.0,49.6048
4644,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Machines,558.4,2,0.2,41.88
3442,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Envelopes,16.74,3,0.0,8.37
6961,Same Day,Home Office,United States,Riverside,California,92503,West,Office Supplies,Art,7.8,3,0.0,2.106
5816,Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Binders,12.912,3,0.2,4.6806
3424,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Machines,558.4,2,0.2,41.88
4113,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Labels,8.856,3,0.2,2.9889
2444,Standard Class,Consumer,United States,Passaic,New Jersey,7055,East,Office Supplies,Envelopes,26.88,6,0.0,12.9024
6904,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,235.92,5,0.2,-44.235
6439,First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,589.41,5,0.1,-6.549
3796,Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Art,36.44,4,0.0,12.0252
7806,Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Binders,3.204,2,0.7,-2.5632
4027,First Class,Corporate,United States,Bedford,Texas,76021,Central,Technology,Phones,153.584,2,0.2,13.4386
200,Standard Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Paper,21.744,3,0.2,6.795
3656,Standard Class,Corporate,United States,Dublin,Ohio,43017,East,Technology,Accessories,9.096,1,0.2,1.7055
7380,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Labels,14.4,5,0.0,7.056
4257,Standard Class,Corporate,United States,Medford,Oregon,97504,West,Office Supplies,Binders,9.762,2,0.7,-6.8334
7537,Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,70.88,2,0.0,33.3136
1773,Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Binders,20.86,2,0.0,9.387
6920,Standard Class,Consumer,United States,Santa Barbara,California,93101,West,Office Supplies,Appliances,356.79,7,0.0,99.9012
1995,Second Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Appliances,294.62,5,0.8,-766.012
7177,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,2.202,2,0.7,-1.5414
2473,First Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Chairs,217.584,2,0.2,-29.9178
4105,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,13.76,2,0.2,4.644
9695,First Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Appliances,73.536,4,0.2,9.192
2557,Standard Class,Corporate,United States,Coral Springs,Florida,33065,South,Office Supplies,Appliances,6.992,2,0.2,0.5244
1921,Standard Class,Corporate,United States,Reading,Pennsylvania,19601,East,Office Supplies,Storage,15.008,2,0.2,1.5008
3026,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,254.352,3,0.2,0.0
9780,Standard Class,Consumer,United States,Long Beach,New York,11561,East,Technology,Phones,437.85,3,0.0,131.355
5226,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,186.144,6,0.2,60.4968
4991,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,1889.99,5,0.8,-2929.4845
702,Second Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Furnishings,209.88,3,0.0,35.6796
4085,Second Class,Corporate,United States,Sacramento,California,95823,West,Technology,Phones,302.384,2,0.2,30.2384
7015,Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Technology,Accessories,32.96,2,0.0,14.1728
5837,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Technology,Phones,57.568,4,0.2,5.7568
5489,Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Appliances,20.808,3,0.2,1.8207
3173,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Art,13.392,3,0.2,1.5066
2774,Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,10.368,2,0.2,3.6288
5942,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,211.168,4,0.2,18.4772
7082,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,17.22,5,0.7,-12.628
5821,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Appliances,7.77,1,0.0,2.0979
7097,First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,25.32,5,0.2,9.1785
2502,First Class,Corporate,United States,Skokie,Illinois,60076,Central,Office Supplies,Binders,9.36,4,0.8,-16.38
2702,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,122.352,3,0.2,15.294
5975,Standard Class,Corporate,United States,Overland Park,Kansas,66212,Central,Office Supplies,Storage,360.38,2,0.0,93.6988
6058,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,36.4,5,0.0,17.472
838,Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Technology,Phones,21.072,3,0.2,1.5804
5699,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,35.88,6,0.0,17.5812
7666,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Copiers,5399.91,9,0.0,2591.9568
3787,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,3.912,1,0.2,1.0269
8865,Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Appliances,36.27,3,0.0,10.881
2069,Standard Class,Consumer,United States,Pomona,California,91767,West,Furniture,Tables,710.832,3,0.2,-97.7394
3883,Standard Class,Consumer,United States,Gilbert,Arizona,85234,West,Furniture,Furnishings,40.256,4,0.2,11.0704
2965,Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,Furnishings,18.96,2,0.0,7.584
6692,Second Class,Home Office,United States,Lake Charles,Louisiana,70601,South,Office Supplies,Binders,477.51,11,0.0,219.6546
703,Standard Class,Consumer,United States,Long Beach,California,90805,West,Furniture,Tables,369.912,3,0.2,-13.8717
322,Standard Class,Corporate,United States,Long Beach,California,90805,West,Office Supplies,Fasteners,7.16,2,0.0,3.58
1289,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,20.82,3,0.0,7.4952
2579,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Storage,489.92,8,0.0,0.0
3718,Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Technology,Accessories,249.95,5,0.0,107.4785
1116,Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Labels,6.3,2,0.0,3.024
5152,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,2.688,1,0.2,0.84
8397,First Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Binders,7.68,5,0.8,-11.52
9488,First Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Phones,572.8,2,0.2,50.12
4756,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,1.908,2,0.7,-1.5264
2207,Standard Class,Home Office,United States,Aurora,Illinois,60505,Central,Technology,Phones,38.272,4,0.2,3.8272
3285,Standard Class,Home Office,United States,Muskogee,Oklahoma,74403,Central,Office Supplies,Art,6.56,2,0.0,1.9024
3685,Standard Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Storage,98.21,7,0.0,28.4809
7706,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Art,8.64,3,0.0,2.5056
5889,First Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Binders,25.06,2,0.0,11.7782
1715,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,7.712,2,0.2,2.7956
7274,Standard Class,Home Office,United States,Helena,Montana,59601,West,Technology,Phones,339.96,5,0.2,42.495
1074,Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,4.368,7,0.7,-3.3488
6077,Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,72.48,2,0.0,30.4416
7710,Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Technology,Phones,87.8,5,0.2,32.925
2719,Second Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Furnishings,23.976,3,0.6,-14.3856
6022,Standard Class,Consumer,United States,Cedar Hill,Texas,75104,Central,Office Supplies,Envelopes,7.08,3,0.2,2.478
2051,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,341.488,8,0.3,-73.176
1630,Same Day,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,1006.056,3,0.2,88.0299
5068,Standard Class,Home Office,United States,Trenton,Michigan,48183,Central,Technology,Copiers,549.99,1,0.0,274.995
7435,Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Binders,23.136,6,0.2,8.3868
3817,Standard Class,Consumer,United States,Mobile,Alabama,36608,South,Technology,Phones,59.97,3,0.0,0.0
4386,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Appliances,43.92,4,0.0,11.8584
3058,Second Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,30.56,2,0.0,10.3904
9208,Second Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Storage,16.06,1,0.0,4.1756
7960,Standard Class,Corporate,United States,Chico,California,95928,West,Technology,Phones,7.992,1,0.2,2.6973
9148,Standard Class,Corporate,United States,Burlington,Vermont,5408,East,Office Supplies,Storage,1564.29,13,0.0,406.7154
2818,Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Office Supplies,Storage,1088.76,6,0.0,315.7404
8429,Second Class,Consumer,United States,Reading,Pennsylvania,19601,East,Furniture,Furnishings,303.92,5,0.2,-30.392
9145,Standard Class,Consumer,United States,Naperville,Illinois,60540,Central,Office Supplies,Binders,2.808,3,0.8,-4.4928
1704,Same Day,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Binders,9.702,3,0.7,-7.1148
4111,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,17.34,3,0.0,8.4966
1353,Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,17.61,3,0.0,8.4528
6411,First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,76.864,2,0.2,26.9024
6055,First Class,Consumer,United States,Edinburg,Texas,78539,Central,Office Supplies,Binders,2.068,1,0.8,-3.4122
7979,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Binders,5.104,1,0.2,1.6588
7866,Second Class,Consumer,United States,Mesa,Arizona,85204,West,Furniture,Bookcases,127.764,6,0.7,-191.646
3321,Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Paper,25.92,5,0.2,9.072
1874,Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,16.224,2,0.2,5.8812
6545,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Labels,5.04,2,0.2,1.764
4986,Standard Class,Home Office,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,15.552,3,0.2,5.4432
2580,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Paper,19.44,3,0.0,9.3312
9670,First Class,Corporate,United States,Greensboro,North Carolina,27405,South,Office Supplies,Art,64.68,7,0.2,8.085
6009,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,74.94,3,0.0,14.2386
8236,Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,2803.92,5,0.2,0.0
904,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,64.96,2,0.0,2.5984
1154,First Class,Home Office,United States,Harrisonburg,Virginia,22801,South,Office Supplies,Storage,122.48,2,0.0,0.0
6760,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,272.94,3,0.0,0.0
5181,First Class,Corporate,United States,Woonsocket,Rhode Island,2895,East,Office Supplies,Paper,45.36,7,0.0,21.7728
6690,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,17.52,4,0.0,8.4096
4471,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Chairs,63.686,1,0.3,-15.4666
2406,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,79.92,10,0.2,26.973
6818,Standard Class,Corporate,United States,Peoria,Illinois,61604,Central,Office Supplies,Binders,1.68,5,0.8,-2.688
2891,Second Class,Consumer,United States,Lake Charles,Louisiana,70601,South,Office Supplies,Binders,17.94,3,0.0,8.6112
6320,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,10.368,2,0.2,3.6288
8140,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,18.496,4,0.2,6.7048
2024,Second Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Binders,239.12,5,0.2,77.714
135,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Art,11.52,4,0.0,3.456
8422,Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Office Supplies,Fasteners,17.9,5,0.0,8.771
9562,First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,Machines,224.937,3,0.7,-164.9538
8956,First Class,Consumer,United States,Hialeah,Florida,33012,South,Furniture,Furnishings,21.0,3,0.2,5.775
1844,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,90.57,3,0.0,11.7741
7933,Standard Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Envelopes,23.36,2,0.0,11.68
748,Second Class,Consumer,United States,Evanston,Illinois,60201,Central,Technology,Phones,11.992,1,0.2,0.8994
8179,Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Furniture,Tables,277.5,4,0.5,-188.7
8356,Standard Class,Consumer,United States,Athens,Georgia,30605,South,Furniture,Furnishings,186.54,3,0.0,41.0388
1264,First Class,Consumer,United States,La Porte,Indiana,46350,Central,Furniture,Furnishings,41.85,5,0.0,10.881
1529,Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Paper,7.3,2,0.0,3.431
455,Standard Class,Corporate,United States,Norman,Oklahoma,73071,Central,Technology,Accessories,63.88,4,0.0,24.9132
5717,Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Envelopes,57.96,7,0.0,27.2412
6523,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,10.08,2,0.2,3.276
953,Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,Office Supplies,Art,27.168,2,0.2,2.7168
3311,Second Class,Corporate,United States,Gulfport,Mississippi,39503,South,Furniture,Furnishings,86.45,7,0.0,38.038
2883,Second Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,6.96,4,0.0,2.2272
2901,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,184.66,7,0.0,84.9436
1376,Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Paper,447.84,8,0.0,219.4416
6275,Second Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,24.75,5,0.0,10.89
8096,Second Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,234.95,5,0.0,32.893
5748,Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Accessories,16.56,3,0.2,-2.484
2879,Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Technology,Accessories,254.97,3,0.0,91.7892
8284,Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Technology,Accessories,637.44,8,0.2,135.456
